title,description,city,address,postal_code,start_date,content
ELEPHANT MAN · Ciné-club David Lynch [2/9],Dimanche 29 mars · 10h15,Paris,"170 boulevard de Magenta, Paris 10e arrondissement",75010,2026-03-29 08:15:00+00:00,"Evenement : ELEPHANT MAN · Ciné-club David Lynch [2/9]. Lieu : 170 boulevard de Magenta, Paris 10e arrondissement, Paris. Date : 29/03/2026. Description : Dimanche 29 mars · 10h15"
Le Ciné Kino d'ARTMELE présente un florilège de courts métrages,"Cet évènement s'inscrit dans le cadre de la célébration des 10 ans d'existence de ""La Fête du court métrage""",Paris,Place Marthe Simard,75014,2026-03-28 19:00:00+00:00,"Evenement : Le Ciné Kino d'ARTMELE présente un florilège de courts métrages. Lieu : Place Marthe Simard, Paris. Date : 28/03/2026. Description : Cet évènement s'inscrit dans le cadre de la célébration des 10 ans d'existence de ""La Fête du court métrage"""
D’une rive à l’autre - Danses de l’Inde,"Deux interprètes d’exception, Brigitte Chataignier et Mahina Khanum, issues de générations différentes, présentent une soirée consacrée à la danse classique indienne, où se répondent deux styles majeurs : le Mohini Attam et l’Odissi.

Alternant leurs danses, elles tissent un parcours sensible entre fluidité ondoyante et lignes sculpturales.

D’une rive à l’autre de l’Inde, du Kerala à l’Odisha , elles nous invitent à une traversée où les gestes, la poésie et l’émotion deviennent langage.

Nourrie de la culture du Kérala, Brigitte Chataignier se forme très tôt au Mohini Attam auprès des maîtres indiennes Kalamandalam Leelamma, Kalamandalam Ksheimavathy et Sri Devi Rajan pendant de longues années. Elle est co-fondatrice de la Compagnie Prana depuis 1995 et se partage entre l’Inde et la France. Elle créé aussi ses propres pièces contemporaines inspirées de la culture indienne. Représentante du Mohini Attam, elle est reconnue ""panel artist for Mohiniyattam"" par l’ICCR et reçoit en 2023, le ""Bharat Mitra Samman- Distinguished Alumni Award"". Ses spectacles sont réputés aussi bien en France qu’en Inde.

Mahina Khanum est danseuse, chorégraphe et professeure de danse Odissi. Elle a été formée par Shankar Behera (Mumbai) et Madhavi Mudgal (New Delhi), après l’obtention d’une bourse d’excellence décernée par le gouvernement indien (ICCR). Son travail s’articule autour de la promotion et de la transmission des arts scéniques indiens, entre programmation artistique (UNESCO, Ambassade de l’Inde…), création chorégraphique (Netflix, TF1, cinéma), recherche (CND, INALCO…) et transmission (CNSAD, CRD de Bobigny…).",Paris,6 rue Wurtz,75013,2026-03-28 19:30:00+00:00,"Evenement : D’une rive à l’autre - Danses de l’Inde. Lieu : 6 rue Wurtz, Paris. Date : 28/03/2026. Description : Deux interprètes d’exception, Brigitte Chataignier et Mahina Khanum, issues de générations différentes, présentent une soirée consacrée à la danse classique indienne, où se répondent deux styles majeurs : le Mohini Attam et l’Odissi.

Alternant leurs danses, elles tissent un parcours sensible entre fluidité ondoyante et lignes sculpturales.

D’une rive à l’autre de l’Inde, du Kerala à l’Odisha , elles nous invitent à une traversée où les gestes, la poésie et l’émotion deviennent langage.

Nourrie de la culture du Kérala, Brigitte Chataignier se forme très tôt au Mohini Attam auprès des maîtres indiennes Kalamandalam Leelamma, Kalamandalam Ksheimavathy et Sri Devi Rajan pendant de longues années. Elle est co-fondatrice de la Compagnie Prana depuis 1995 et se partage entre l’Inde et la France. Elle créé aussi ses propres pièces contemporaines inspirées de la culture indienne. Représentante du Mohini Attam, elle est reconnue ""panel artist for Mohiniyattam"" par l’ICCR et reçoit en 2023, le ""Bharat Mitra Samman- Distinguished Alumni Award"". Ses spectacles sont réputés aussi bien en France qu’en Inde.

Mahina Khanum est danseuse, chorégraphe et professeure de danse Odissi. Elle a été formée par Shankar Behera (Mumbai) et Madhavi Mudgal (New Delhi), après l’obtention d’une bourse d’excellence décernée par le gouvernement indien (ICCR). Son travail s’articule autour de la promotion et de la transmission des arts scéniques indiens, entre programmation artistique (UNESCO, Ambassade de l’Inde…), création chorégraphique (Netflix, TF1, cinéma), recherche (CND, INALCO…) et transmission (CNSAD, CRD de Bobigny…)."
Le 32!ciné fête le court-métrage,"Comme tous les ans, depuis quelques années, le 32!ciné participe à la fête du court métrage en projetant des courts-métrages du catalogue officiel de la fête du court ou d'autres courts-métrages.  
Cette année, nous proposerons une sélection de courts-métrages à découvrir ou redécouvrir, dont trois courts métrages d'une réalisatrice et de deux réalisateurs du 14ème qui seront présents pour les présenter et en parler.",Paris,"32 Rue Saint-Yves, Paris 14",75014,2026-03-28 17:00:00+00:00,"Evenement : Le 32!ciné fête le court-métrage. Lieu : 32 Rue Saint-Yves, Paris 14, Paris. Date : 28/03/2026. Description : Comme tous les ans, depuis quelques années, le 32!ciné participe à la fête du court métrage en projetant des courts-métrages du catalogue officiel de la fête du court ou d'autres courts-métrages.  
Cette année, nous proposerons une sélection de courts-métrages à découvrir ou redécouvrir, dont trois courts métrages d'une réalisatrice et de deux réalisateurs du 14ème qui seront présents pour les présenter et en parler."
Atelier : Un bijou venant du cœur,Fabriquez un bijou qui reflète vos sentiments !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-28 14:30:00+00:00,"Evenement : Atelier : Un bijou venant du cœur. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 28/03/2026. Description : Fabriquez un bijou qui reflète vos sentiments !"
Exposition sur la littérature coréenne « Le Pouvoir de Parler »,"L’exposition « Le Pouvoir de Parler » invite à découvrir la littérature coréenne contemporaine développée depuis l’Indépendance de la Corée en 1945. Foisonnante et diverse, elle se déploie comme un ciel étoilé, où se dessinent des constellations qui se sont formées au fil de quatre-vingts années d’histoire. De la littérature de la libération à celle de la guerre, du réalisme au féminisme, du postmodernisme à d’autres courants, chaque genre participe à ce paysage littéraire.  
Si l’indépendance désigne une évolution politique, sa résonance dans le domaine civil et culturel est assurément la liberté : le pouvoir de parler, la liberté d’écrire, de chercher sa voie, de poursuivre ses aspirations. Cette libération par la parole est au cœur du parcours proposé par l’exposition.

« Flânant les yeux perdus dans un ciel d’après-midi aussi sombre qu’à minuit dans son pays, elle pensait aux nébuleuses. Aux milliers d’étoiles comme autant de grains de sel qui piquetaient ses prunelles la nuit quand elle retournait chez ses parents à la campagne. »  
Han Kang, « La Voie Lactée, Blanc », Le Serpent à Plumes, 2019

Ce programme est présenté dans le cadre de l’événement K-BOOK avec le soutien du Ministère de la Culture, des Sports et du Tourisme et la KPIPA.",Paris,"20 Rue La Boétie, 75008 Paris",75008,2026-03-28 13:00:00+00:00,"Evenement : Exposition sur la littérature coréenne « Le Pouvoir de Parler ». Lieu : 20 Rue La Boétie, 75008 Paris, Paris. Date : 28/03/2026. Description : L’exposition « Le Pouvoir de Parler » invite à découvrir la littérature coréenne contemporaine développée depuis l’Indépendance de la Corée en 1945. Foisonnante et diverse, elle se déploie comme un ciel étoilé, où se dessinent des constellations qui se sont formées au fil de quatre-vingts années d’histoire. De la littérature de la libération à celle de la guerre, du réalisme au féminisme, du postmodernisme à d’autres courants, chaque genre participe à ce paysage littéraire.  
Si l’indépendance désigne une évolution politique, sa résonance dans le domaine civil et culturel est assurément la liberté : le pouvoir de parler, la liberté d’écrire, de chercher sa voie, de poursuivre ses aspirations. Cette libération par la parole est au cœur du parcours proposé par l’exposition.

« Flânant les yeux perdus dans un ciel d’après-midi aussi sombre qu’à minuit dans son pays, elle pensait aux nébuleuses. Aux milliers d’étoiles comme autant de grains de sel qui piquetaient ses prunelles la nuit quand elle retournait chez ses parents à la campagne. »  
Han Kang, « La Voie Lactée, Blanc », Le Serpent à Plumes, 2019

Ce programme est présenté dans le cadre de l’événement K-BOOK avec le soutien du Ministère de la Culture, des Sports et du Tourisme et la KPIPA."
Offre couplée Le Cordon Bleu : Appartements des intendants + Cuisine,"Découvrez l'art de la cuisine, et l'histoire fascinante de notre patrimoine avec une offre couplée unique !",Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-28 12:00:00+00:00,"Evenement : Offre couplée Le Cordon Bleu : Appartements des intendants + Cuisine. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 28/03/2026. Description : Découvrez l'art de la cuisine, et l'histoire fascinante de notre patrimoine avec une offre couplée unique !"
L'Italie à travers son cinéma • 28 mars,PARTHENOPE de Paolo Sorrentino,Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-28 10:00:00+00:00,"Evenement : L'Italie à travers son cinéma • 28 mars. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 28/03/2026. Description : PARTHENOPE de Paolo Sorrentino"
Visite-conférence : Joyaux dynastiques,Laissez-vous guider à travers l'exposition présentée par la Collection Al Thani et les salons d’apparat !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-28 11:00:00+00:00,"Evenement : Visite-conférence : Joyaux dynastiques. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 28/03/2026. Description : Laissez-vous guider à travers l'exposition présentée par la Collection Al Thani et les salons d’apparat !"
Visite en famille : Chez l'Intendant du Garde-Meuble de la Couronne,"Quand et pourquoi l'Hôtel de la Marine a-t-il été édifié ? Qui y habitait et comment vivaient-ils ? À travers la visite des appartements de l'Intendant du Garde-meuble, découvrez le quotidien du monument à l'aube de la Révolution française.",Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-28 11:00:00+00:00,"Evenement : Visite en famille : Chez l'Intendant du Garde-Meuble de la Couronne. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 28/03/2026. Description : Quand et pourquoi l'Hôtel de la Marine a-t-il été édifié ? Qui y habitait et comment vivaient-ils ? À travers la visite des appartements de l'Intendant du Garde-meuble, découvrez le quotidien du monument à l'aube de la Révolution française."
ORELLE SOYEUX,"[](https://mothersealmusic.com)

Chanteuse, pianiste, auteure-compositrice, Orelle Soyeux explore une pop soul jazz aux couleurs d’ Amy Winehouse, Sade &amp; Carpenters. Elle vous invite dans sa bulle de réconfort au son de sa voix chaleureuse, son piano vintage enveloppant et de la basse de Rosalie Martet, tendrement groovy. Ses textes sont truffés de mantras que l’on peut intégrer au quotidien: se pardonner, prendre soin de soi, des autres, accueillir les pensées positives, prendre le temps, l’incitation au dialogue, au partage.

[Facebook](https://www.facebook.com/profile.php?id=61555589948198)[ ](https://www.facebook.com/yorickvinesse.chanson)[Instagram](https://www.instagram.com/orellesoyeuxmusic/?hl=fr-ca) [YouTube](https://www.youtube.com/@orellesoyeuxmusic)

Crédit photo : Klement Huko",Paris,124 avenue de la république 75011 paris,75011,2026-03-27 19:30:00+00:00,"Evenement : ORELLE SOYEUX. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 27/03/2026. Description : [](https://mothersealmusic.com)

Chanteuse, pianiste, auteure-compositrice, Orelle Soyeux explore une pop soul jazz aux couleurs d’ Amy Winehouse, Sade &amp; Carpenters. Elle vous invite dans sa bulle de réconfort au son de sa voix chaleureuse, son piano vintage enveloppant et de la basse de Rosalie Martet, tendrement groovy. Ses textes sont truffés de mantras que l’on peut intégrer au quotidien: se pardonner, prendre soin de soi, des autres, accueillir les pensées positives, prendre le temps, l’incitation au dialogue, au partage.

[Facebook](https://www.facebook.com/profile.php?id=61555589948198)[ ](https://www.facebook.com/yorickvinesse.chanson)[Instagram](https://www.instagram.com/orellesoyeuxmusic/?hl=fr-ca) [YouTube](https://www.youtube.com/@orellesoyeuxmusic)

Crédit photo : Klement Huko"
L'Inconnu du ciné-club • 27 Mars,Le rendez-vous cinéphile de Télérama,Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-27 19:00:00+00:00,"Evenement : L'Inconnu du ciné-club • 27 Mars. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 27/03/2026. Description : Le rendez-vous cinéphile de Télérama"
Toujours Plus Gore - Rape And Revenge,Toujours Plus Gore - Rape And Revenge : Nutrisgore (D),Paris,"20, rue du Temple, Paris",75004,2026-03-27 18:30:00+00:00,"Evenement : Toujours Plus Gore - Rape And Revenge. Lieu : 20, rue du Temple, Paris, Paris. Date : 27/03/2026. Description : Toujours Plus Gore - Rape And Revenge : Nutrisgore (D)"
D’une terre à l’autre - Contes,"Pourquoi certaines personnes sont-elles attirées par les pays lointains au point de quitter maison et famille pour s’installer ailleurs? Ces ‘changeurs de destins’ emportent souvent dans leurs bagages des histoires qui sont transmises des parents aux enfants, puis remodelées par les générations suivantes.

Theresa Amoon, d’origine libanaise, née et élevée à l’étranger, raconte des histoires qui ont voyagé entre l’ancien et le nouveau monde, entre le Moyen-Orient et l’Occident, celles qui tissent le petit et grand quotidien. Ici les contes traditionnels et les récits de vie se reflètent et se répondent, apportant ainsi un regard sur tous ceux qui ont osé un jour franchir le seuil de leur porte…

Theresa prend le chemin du conte en 1992. Elle est invitée à raconter dans des festivals en Europe, Afrique, Asie, Moyen-Orient, et Amérique. Accompagnée par des musiciens ou s’accompagnant de ses propres instruments, elle fait rencontrer contes traditionnels, légendes, épopées et récits de vie dans un même souffle.",Paris,6 rue Wurtz,75013,2026-03-27 19:30:00+00:00,"Evenement : D’une terre à l’autre - Contes. Lieu : 6 rue Wurtz, Paris. Date : 27/03/2026. Description : Pourquoi certaines personnes sont-elles attirées par les pays lointains au point de quitter maison et famille pour s’installer ailleurs? Ces ‘changeurs de destins’ emportent souvent dans leurs bagages des histoires qui sont transmises des parents aux enfants, puis remodelées par les générations suivantes.

Theresa Amoon, d’origine libanaise, née et élevée à l’étranger, raconte des histoires qui ont voyagé entre l’ancien et le nouveau monde, entre le Moyen-Orient et l’Occident, celles qui tissent le petit et grand quotidien. Ici les contes traditionnels et les récits de vie se reflètent et se répondent, apportant ainsi un regard sur tous ceux qui ont osé un jour franchir le seuil de leur porte…

Theresa prend le chemin du conte en 1992. Elle est invitée à raconter dans des festivals en Europe, Afrique, Asie, Moyen-Orient, et Amérique. Accompagnée par des musiciens ou s’accompagnant de ses propres instruments, elle fait rencontrer contes traditionnels, légendes, épopées et récits de vie dans un même souffle."
Bal d'époque : Années folles,Voyagez dans le temps en dansant avec les bals d'époque de l'Hôtel de la Marine !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-27 17:30:00+00:00,"Evenement : Bal d'époque : Années folles. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 27/03/2026. Description : Voyagez dans le temps en dansant avec les bals d'époque de l'Hôtel de la Marine !"
Agenda de nos bals costumés,"LES BALS REVIENNENT TOUS LES MOIS À L’HÔTEL  
DE LA MARINE

Au programme :

Bal révolutionnaire - Vendredi 27 février 2026 de 17h30 à 20h30  
Années folles - Vendredi 27 mars 2026 de 17h30 à 20h30  
Louis XV et Louis XVI - Vendredi 24 avril 2026 de 17h30 à 20h30  
Libération de Paris - Vendredi 29 mai 2026 de 17h30 à 20h30  
Second Empire ""Moyen Orient"" - Vendredi 26 juin 2026 de 17h30 à 20h30

Comment assister à un bal  
Deux possibilités s’offrent à vous pour profiter du bal :  
Dans la cour d’honneur, assistez gratuitement aux démonstrations et rejoignez les danseurs sur la piste pour des danses participatives.  
  
Dans les salons d’apparat, après une visite du monument, admirez les démonstrations dans un cadre exceptionnel. Pas de danses participatives possibles à l'intérieur du monument. L'accès au bal dans les salons d'apparat est compris dans le billet de visite libre du monument

QUE VOUS SOYEZ COSTUME OU NON L’ESSENTIEL EST DE PARTICIPER ! UN MOMENT D’ECHANGE DE DIALOGUES, AUTOUR DU VERRE DE L’AMITIE

INFOS ET RESERVATION 01.455.456.52  
Retrouver-nous sur : [http://nouvelledimension.free.fr](http://nouvelledimension.free.fr) ou  
[http://ndseniors.free.fr](http://ndseniors.free.fr)",Paris,2place de la concorde,75008,2026-03-27 16:30:00+00:00,"Evenement : Agenda de nos bals costumés. Lieu : 2place de la concorde, Paris. Date : 27/03/2026. Description : LES BALS REVIENNENT TOUS LES MOIS À L’HÔTEL  
DE LA MARINE

Au programme :

Bal révolutionnaire - Vendredi 27 février 2026 de 17h30 à 20h30  
Années folles - Vendredi 27 mars 2026 de 17h30 à 20h30  
Louis XV et Louis XVI - Vendredi 24 avril 2026 de 17h30 à 20h30  
Libération de Paris - Vendredi 29 mai 2026 de 17h30 à 20h30  
Second Empire ""Moyen Orient"" - Vendredi 26 juin 2026 de 17h30 à 20h30

Comment assister à un bal  
Deux possibilités s’offrent à vous pour profiter du bal :  
Dans la cour d’honneur, assistez gratuitement aux démonstrations et rejoignez les danseurs sur la piste pour des danses participatives.  
  
Dans les salons d’apparat, après une visite du monument, admirez les démonstrations dans un cadre exceptionnel. Pas de danses participatives possibles à l'intérieur du monument. L'accès au bal dans les salons d'apparat est compris dans le billet de visite libre du monument

QUE VOUS SOYEZ COSTUME OU NON L’ESSENTIEL EST DE PARTICIPER ! UN MOMENT D’ECHANGE DE DIALOGUES, AUTOUR DU VERRE DE L’AMITIE

INFOS ET RESERVATION 01.455.456.52  
Retrouver-nous sur : [http://nouvelledimension.free.fr](http://nouvelledimension.free.fr) ou  
[http://ndseniors.free.fr](http://ndseniors.free.fr)"
Le FIAP fête le court métrage,"Pendant trois jours, venez découvrir une sélection de courts-métrages à l'audtorium du FIAP.  
La programmation reste secrète jusqu'au jour de la projection afin de vous laisser le plaisir de la surprise et de la découverte.",Paris,30 rue cabanis paris 14,75014,2026-03-27 18:00:00+00:00,"Evenement : Le FIAP fête le court métrage. Lieu : 30 rue cabanis paris 14, Paris. Date : 27/03/2026. Description : Pendant trois jours, venez découvrir une sélection de courts-métrages à l'audtorium du FIAP.  
La programmation reste secrète jusqu'au jour de la projection afin de vous laisser le plaisir de la surprise et de la découverte."
SOULÈVEMENTS - SOIRÉE AMNESTY INTERNATIONAL,Une soirée débat en présence de l'association AMNESTY INTERNATIONAL !,Paris,"6 Rue Péclet, Paris",75015,2026-03-26 19:30:00+00:00,"Evenement : SOULÈVEMENTS - SOIRÉE AMNESTY INTERNATIONAL. Lieu : 6 Rue Péclet, Paris, Paris. Date : 26/03/2026. Description : Une soirée débat en présence de l'association AMNESTY INTERNATIONAL !"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 26 mars 2026 : Scène ouverte + concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-03-26 19:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 26/03/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 26 mars 2026 : Scène ouverte + concert de la formation « Auteur-compositeur-interprète »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
Psychanalyse et Cinéma • 26 Mars • 19h30,"LE RAVISSEMENT d'Iris Kaltenbäck, en sa présence",Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-26 18:30:00+00:00,"Evenement : Psychanalyse et Cinéma • 26 Mars • 19h30. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 26/03/2026. Description : LE RAVISSEMENT d'Iris Kaltenbäck, en sa présence"
« LA FLEUR DU MÂLE »                                          Daniel COLAGROSSI,"Daniel COLAGROSSI  
30/07/1958 : Naissance à Thionville, dans l’Est de la France. Commence à jouer au Rugby en 1975 à Ytuz, 1977 Toulon, 1979 Valence, 1980 Hyères, pour le quitté en 1983 à Boulogne-Billancourt. Cela lui permettant de circuler librement de café en café parisien, où il a rencontré Roland Topor. Son amitié avec l’écrivain Robert Giraud, lui permit de photographier Robert Doisneau photographe.  
La « chambre noire» qu’il occupait dans l’atelier de lithographie parisien de Peter Bramsen, a ouvert ses champs d’observation vers des artistes de renoms internationaux, tels Pierre Alchinsky, Erik Dietman, Antonio Saura, Guillermo Arizta, Marc Brusse, Olivier O.Olivier etc.  
LA FLEUR DU MÂLE (Pourquoi ce titre ?)  
Les Fleurs du Mal de Charles Baudelaire, paraissaient en 1857 aux éditions Poulet-Mallassis, en provocant un scandale moral dans la société bien-pensante de l’époque, qui ira jusqu’au procès et imposera à l’éditeur une forte amande, et la destruction des poèmes édités. Le poète évoquait un idéal et une critique de la femme, sous divers formes, au travers de trois de ses maîtresses aux mœurs lestes. Elles se nommaient : Jeanne Duval, Apollonie Sabatier et Marie d’Auburn. Mon idée instinctive, pour nommer cette expo, fut de transposer le titre du recueil baudelairien, qui désignerait celui de mon travail en : La Fleur du Mâle. Sans plus de recherche, cette forme orthographique du « mâle », aboutirait à une conclusion métaphorique de son sexe. La trouvant trop sommaire, pour réaliser un travail pictural, je décidais de pousser mes investigations. Le crash boursier des « subprimes » de 2008 remonta assez rapidement dans mon esprit. Et tout de suite s’articula la période spéculative de la tulipe, historiquement partagée en Hollande et dans l’Empire Ottoman, provoquant en 1637 le premier crash spéculatif international. Les conséquences politiques, économiques et sociales furent désastreuses, pour les pays qui commerçaient les bulbes de cette fleur. La liaison entre les systèmes financiers virtuels, inventés par le sexe masculin, et celle des économies factuelles de la fonction familiale, ou celle des petits commerces gérés par le sexe féminin, se juxtaposaient dans mon esprit, pour évoquer l’apparat de cette fleur dans une succession de mise en scène de tableaux. Je me permets donc de souligner, comment un système financier virtuel développé par les « mâles », peut à la fois créer un intérêt plastique, tout en concentrant sa fonction financière, allant jusqu’à l’hystérie spéculative d’un crash, et à la déchéance de son système. Constatons, que Les Fleurs du Mal de Charles Baudelaire auront provoqué moins d’instabilité financière dans une société, que celle du « Mâle » spéculateur. Les financiers ont bien tort d’ignorer l’impact des bons poètes. Leur esthétisme spirituel peut traverser les siècles de nos sociétés, en accordant aux éditeurs et marchands, un certain enrichissement. Philistins!, un peu de gratitude que diantre! L’ère de la tulipe (Lâle Devri) se cristallisa dans l’empire Ottoman, entre 1718 et 1730. Elle débute donc par le traité de Passarowitz, pour s’achever dans la rébellion sanglante de Patrona Halil, instigateur d’un soulèvement populaire, sous le règne du Sultan Ahmet III. La tulipe représentait dans l’esprit des ottomans, une perfection stylisée de la beauté, et l’incarnation ostentatoire des richesses matérielles. Le miniaturiste Abdülcel Levni a illustré plusieurs albums de la cour, appelés: Lâle (tulipe). La période spéculative de cette fleur, voit son apogée entre 1726 et 1727. Pour exemple, la Hollande qui étaient en plein essor capitaliste, proposait des prix prohibitifs de l’ordre de 1.256.000€ les 40 bulbes, voir 37 800€ le bulbe. Cela peut donc vous donner une idée du contexte de la débâcle financière, après la chute économique de ses petits oignons. Sans plus tarder, je vous invite donc à vous mettre au parfum de cette exposition, sans aucune arrière pensée de spéculation future, mais avec un panel de prix abordables.",Paris,77 rue La Fayette 75009 PARIS,75009,2026-03-26 18:00:00+00:00,"Evenement : « LA FLEUR DU MÂLE »                                          Daniel COLAGROSSI. Lieu : 77 rue La Fayette 75009 PARIS, Paris. Date : 26/03/2026. Description : Daniel COLAGROSSI  
30/07/1958 : Naissance à Thionville, dans l’Est de la France. Commence à jouer au Rugby en 1975 à Ytuz, 1977 Toulon, 1979 Valence, 1980 Hyères, pour le quitté en 1983 à Boulogne-Billancourt. Cela lui permettant de circuler librement de café en café parisien, où il a rencontré Roland Topor. Son amitié avec l’écrivain Robert Giraud, lui permit de photographier Robert Doisneau photographe.  
La « chambre noire» qu’il occupait dans l’atelier de lithographie parisien de Peter Bramsen, a ouvert ses champs d’observation vers des artistes de renoms internationaux, tels Pierre Alchinsky, Erik Dietman, Antonio Saura, Guillermo Arizta, Marc Brusse, Olivier O.Olivier etc.  
LA FLEUR DU MÂLE (Pourquoi ce titre ?)  
Les Fleurs du Mal de Charles Baudelaire, paraissaient en 1857 aux éditions Poulet-Mallassis, en provocant un scandale moral dans la société bien-pensante de l’époque, qui ira jusqu’au procès et imposera à l’éditeur une forte amande, et la destruction des poèmes édités. Le poète évoquait un idéal et une critique de la femme, sous divers formes, au travers de trois de ses maîtresses aux mœurs lestes. Elles se nommaient : Jeanne Duval, Apollonie Sabatier et Marie d’Auburn. Mon idée instinctive, pour nommer cette expo, fut de transposer le titre du recueil baudelairien, qui désignerait celui de mon travail en : La Fleur du Mâle. Sans plus de recherche, cette forme orthographique du « mâle », aboutirait à une conclusion métaphorique de son sexe. La trouvant trop sommaire, pour réaliser un travail pictural, je décidais de pousser mes investigations. Le crash boursier des « subprimes » de 2008 remonta assez rapidement dans mon esprit. Et tout de suite s’articula la période spéculative de la tulipe, historiquement partagée en Hollande et dans l’Empire Ottoman, provoquant en 1637 le premier crash spéculatif international. Les conséquences politiques, économiques et sociales furent désastreuses, pour les pays qui commerçaient les bulbes de cette fleur. La liaison entre les systèmes financiers virtuels, inventés par le sexe masculin, et celle des économies factuelles de la fonction familiale, ou celle des petits commerces gérés par le sexe féminin, se juxtaposaient dans mon esprit, pour évoquer l’apparat de cette fleur dans une succession de mise en scène de tableaux. Je me permets donc de souligner, comment un système financier virtuel développé par les « mâles », peut à la fois créer un intérêt plastique, tout en concentrant sa fonction financière, allant jusqu’à l’hystérie spéculative d’un crash, et à la déchéance de son système. Constatons, que Les Fleurs du Mal de Charles Baudelaire auront provoqué moins d’instabilité financière dans une société, que celle du « Mâle » spéculateur. Les financiers ont bien tort d’ignorer l’impact des bons poètes. Leur esthétisme spirituel peut traverser les siècles de nos sociétés, en accordant aux éditeurs et marchands, un certain enrichissement. Philistins!, un peu de gratitude que diantre! L’ère de la tulipe (Lâle Devri) se cristallisa dans l’empire Ottoman, entre 1718 et 1730. Elle débute donc par le traité de Passarowitz, pour s’achever dans la rébellion sanglante de Patrona Halil, instigateur d’un soulèvement populaire, sous le règne du Sultan Ahmet III. La tulipe représentait dans l’esprit des ottomans, une perfection stylisée de la beauté, et l’incarnation ostentatoire des richesses matérielles. Le miniaturiste Abdülcel Levni a illustré plusieurs albums de la cour, appelés: Lâle (tulipe). La période spéculative de cette fleur, voit son apogée entre 1726 et 1727. Pour exemple, la Hollande qui étaient en plein essor capitaliste, proposait des prix prohibitifs de l’ordre de 1.256.000€ les 40 bulbes, voir 37 800€ le bulbe. Cela peut donc vous donner une idée du contexte de la débâcle financière, après la chute économique de ses petits oignons. Sans plus tarder, je vous invite donc à vous mettre au parfum de cette exposition, sans aucune arrière pensée de spéculation future, mais avec un panel de prix abordables."
